Date,Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Procurement lead time,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Manufacturing lead time,Manufacturing costs,is_weekend,day_of_week,month,quarter,year,day_of_year,week_of_year,is_month_end,is_quarter_end,is_event_active,active_event,seasonal_multiplier
2023-06-18,fragrances,SKU007,109.61,95,525,57545.25,Male,621,14,2,Premium,9.52,Supplier_7,Mumbai,18,49.35,1,6,6,2,2023,169,24,0,0,1,Summer Sale,1.2528
2023-06-19,fragrances,SKU007,34.47,92,449,15477.03,Male,449,24,4,Express,27.66,Supplier_6,Kolkata,6,21.97,0,0,6,2,2023,170,25,0,0,1,Summer Sale,1.0411
2023-06-20,fragrances,SKU007,17.43,86,347,6048.21,Unisex,347,22,8,Economy,26.91,Supplier_6,Pune,7,6.63,0,1,6,2,2023,171,25,0,0,1,Summer Sale,0.9344
2023-06-21,fragrances,SKU007,15.78,98,402,6343.56,Female,574,9,5,Express,14.25,Supplier_6,Bangalore,16,6.91,0,2,6,2,2023,172,25,0,0,1,Summer Sale,0.9316
2023-06-22,fragrances,SKU007,32.99,86,403,13294.97,Unisex,478,18,7,Economy,24.4,Supplier_2,Bangalore,19,16.78,0,3,6,2,2023,173,25,0,0,1,Summer Sale,1.0321
2023-06-23,fragrances,SKU007,17.39,90,370,6434.3,Male,370,6,8,Express,10.2,Supplier_3,Pune,20,11.11,0,4,6,2,2023,174,25,0,0,1,Summer Sale,1.0289
2023-06-24,fragrances,SKU007,78.73,92,444,34956.12,Unisex,444,4,8,Standard,22.51,Supplier_6,Delhi,15,30.95,1,5,6,2,2023,175,25,0,0,1,Summer Sale,1.3334
2023-06-25,fragrances,SKU007,38.37,96,460,17650.2,Male,460,6,4,Standard,17.94,Supplier_5,Bangalore,6,20.35,1,6,6,2,2023,176,25,0,0,1,Summer Sale,1.2269
2023-06-26,fragrances,SKU007,107.21,88,463,49638.23,Unisex,574,14,1,Economy,14.83,Supplier_6,Mumbai,8,49.44,0,0,6,2,2023,177,26,0,0,1,Summer Sale,1.0191
2023-06-27,fragrances,SKU007,97.16,98,362,35171.92,Unisex,378,17,7,Economy,11.3,Supplier_1,Pune,17,61.77,0,1,6,2,2023,178,26,0,0,1,Summer Sale,0.9142
2023-06-28,fragrances,SKU007,65.44,89,417,27288.48,Female,582,12,6,Standard,23.48,Supplier_3,Delhi,20,34.09,0,2,6,2,2023,179,26,1,1,1,Summer Sale,1.0478
2023-06-29,fragrances,SKU007,58.64,85,331,19409.84,Male,331,8,7,Premium,22.34,Supplier_3,Pune,10,26.12,0,3,6,2,2023,180,26,1,1,1,Summer Sale,1.1604
2023-06-30,fragrances,SKU007,114.71,91,466,53454.86,Female,581,7,6,Premium,9.49,Supplier_2,Bangalore,17,45.2,0,4,6,2,2023,181,26,1,1,1,Summer Sale,1.1564
2023-07-01,fragrances,SKU007,45.82,99,507,23230.74,Unisex,507,20,5,Economy,15.47,Supplier_5,Mumbai,16,17.48,1,5,7,3,2023,182,26,0,0,1,Back to School,1.4331
2023-07-02,fragrances,SKU007,109.86,88,271,29772.06,Unisex,271,14,2,Express,24.33,Supplier_6,Pune,10,52.93,1,6,7,3,2023,183,26,0,0,1,Back to School,1.3183
2023-07-03,fragrances,SKU007,65.6,89,326,21385.6,Female,326,13,6,Premium,13.01,Supplier_6,Delhi,20,33.18,0,0,7,3,2023,184,27,0,0,1,Back to School,1.0948
2023-07-04,fragrances,SKU007,43.06,86,309,13305.54,Female,309,25,8,Economy,20.94,Supplier_6,Delhi,14,17.6,0,1,7,3,2023,185,27,0,0,1,Back to School,0.8927
2023-07-05,fragrances,SKU007,25.8,97,342,8823.6,Female,344,4,7,Express,11.86,Supplier_3,Bangalore,9,9.27,0,2,7,3,2023,186,27,0,0,1,Back to School,0.8896
2023-07-06,fragrances,SKU007,113.82,87,324,36877.68,Male,486,7,2,Standard,17.69,Supplier_4,Chennai,19,42.48,0,3,7,3,2023,187,27,0,0,1,Back to School,0.985
2023-07-07,fragrances,SKU007,111.72,92,293,32733.96,Female,595,4,7,Standard,26.07,Supplier_3,Kolkata,12,58.79,0,4,7,3,2023,188,27,0,0,1,Back to School,0.9817
2023-07-08,fragrances,SKU007,101.7,93,384,39052.8,Unisex,384,11,6,Economy,21.25,Supplier_5,Pune,19,51.61,1,5,7,3,2023,189,27,0,0,1,Back to School,1.2719
2023-07-09,fragrances,SKU007,113.12,88,409,46266.08,Unisex,542,10,8,Express,27.64,Supplier_5,Pune,15,43.59,1,6,7,3,2023,190,27,0,0,1,Back to School,1.1701
2023-07-10,fragrances,SKU007,56.25,94,324,18225.0,Unisex,516,17,4,Standard,27.07,Supplier_4,Kolkata,5,30.58,0,0,7,3,2023,191,28,0,0,1,Back to School,0.9233
2023-07-11,fragrances,SKU007,55.4,98,275,15235.0,Male,438,12,1,Economy,25.14,Supplier_4,Bangalore,10,23.01,0,1,7,3,2023,192,28,0,0,1,Back to School,0.8282
2023-07-12,fragrances,SKU007,104.7,86,239,25023.3,Male,315,9,8,Standard,12.96,Supplier_6,Kolkata,7,60.72,0,2,7,3,2023,193,28,0,0,1,Back to School,0.8256
2023-07-13,fragrances,SKU007,61.86,99,281,17382.66,Female,543,23,6,Premium,8.3,Supplier_5,Bangalore,13,35.78,0,3,7,3,2023,194,28,0,0,1,Back to School,0.9144
2023-07-14,fragrances,SKU007,33.14,100,281,9312.34,Male,505,20,6,Express,8.76,Supplier_5,Mumbai,17,16.73,0,4,7,3,2023,195,28,0,0,1,Back to School,0.9116
2023-07-15,fragrances,SKU007,76.5,98,283,21649.5,Male,283,20,5,Premium,16.93,Supplier_5,Pune,18,41.23,1,5,7,3,2023,196,28,0,0,1,Back to School,1.1816
2023-07-16,fragrances,SKU007,103.97,85,363,37741.11,Unisex,543,11,7,Express,19.81,Supplier_6,Chennai,19,44.34,1,6,7,3,2023,197,28,0,0,1,Back to School,1.1447
2023-07-17,fragrances,SKU007,53.02,93,335,17761.7,Female,546,4,7,Premium,27.11,Supplier_6,Delhi,6,20.69,0,0,7,3,2023,198,29,0,0,1,Back to School,0.9512
2023-07-18,fragrances,SKU007,111.11,100,277,30777.47,Female,620,18,1,Standard,19.9,Supplier_2,Bangalore,6,41.91,0,1,7,3,2023,199,29,0,0,1,Back to School,0.8538
2023-07-19,fragrances,SKU007,63.17,90,263,16613.71,Unisex,269,15,3,Economy,18.12,Supplier_2,Delhi,5,34.12,0,2,7,3,2023,200,29,0,0,1,Back to School,0.8515
2023-07-20,fragrances,SKU007,56.68,85,297,16833.96,Female,605,8,7,Premium,26.11,Supplier_3,Pune,11,33.31,0,3,7,3,2023,201,29,0,0,1,Back to School,0.9437
2023-07-21,fragrances,SKU007,67.22,90,289,19426.58,Female,477,8,6,Standard,21.89,Supplier_2,Delhi,5,25.1,0,4,7,3,2023,202,29,0,0,1,Back to School,0.9414
2023-07-22,fragrances,SKU007,20.95,98,367,7688.65,Male,367,23,6,Economy,18.32,Supplier_5,Kolkata,16,7.42,1,5,7,3,2023,203,29,0,0,0,None,1.2209
2023-07-23,fragrances,SKU007,61.88,97,281,17388.28,Female,281,7,8,Economy,21.21,Supplier_3,Pune,17,37.77,1,6,7,3,2023,204,29,0,0,0,None,1.1245
2023-07-24,fragrances,SKU007,84.0,99,255,21420.0,Male,408,22,4,Standard,25.57,Supplier_6,Kolkata,5,46.97,0,0,7,3,2023,205,30,0,0,0,None,0.9351
2023-07-25,fragrances,SKU007,48.14,93,279,13431.06,Male,417,6,7,Premium,26.86,Supplier_4,Mumbai,6,28.05,0,1,7,3,2023,206,30,0,0,0,None,0.8399
2023-07-26,fragrances,SKU007,43.36,97,228,9886.08,Female,228,8,3,Express,14.06,Supplier_7,Delhi,14,16.12,0,2,7,3,2023,207,30,0,0,0,None,0.8383
2023-07-27,fragrances,SKU007,34.68,88,295,10230.6,Unisex,329,23,3,Economy,15.05,Supplier_1,Kolkata,13,14.32,0,3,7,3,2023,208,30,0,0,0,None,0.9298
2023-07-28,fragrances,SKU007,82.83,93,271,22446.93,Unisex,271,7,7,Premium,28.18,Supplier_6,Delhi,8,37.97,0,4,7,3,2023,209,30,1,0,0,None,1.0675
2023-07-29,fragrances,SKU007,91.55,93,398,36436.9,Male,504,23,1,Premium,17.32,Supplier_5,Delhi,18,36.96,1,5,7,3,2023,210,30,1,0,0,None,1.3857
2023-07-30,fragrances,SKU007,108.28,95,363,39305.64,Male,526,13,3,Premium,26.05,Supplier_3,Kolkata,8,44.39,1,6,7,3,2023,211,30,1,0,0,None,1.2773
2023-07-31,fragrances,SKU007,64.45,88,316,20366.2,Female,419,12,8,Premium,28.29,Supplier_7,Bangalore,6,36.0,0,0,7,3,2023,212,31,1,0,0,None,1.063
2023-08-01,fragrances,SKU007,78.38,99,312,24454.56,Unisex,356,9,1,Economy,20.85,Supplier_1,Kolkata,15,38.06,0,1,8,3,2023,213,31,0,0,0,None,0.914
2023-08-02,fragrances,SKU007,40.22,90,321,12910.62,Unisex,415,25,2,Premium,22.07,Supplier_3,Bangalore,19,14.74,0,2,8,3,2023,214,31,0,0,0,None,0.9131
2023-08-03,fragrances,SKU007,114.1,89,373,42559.3,Male,487,3,2,Standard,22.42,Supplier_5,Delhi,6,59.6,0,3,8,3,2023,215,31,0,0,0,None,1.0135
2023-08-04,fragrances,SKU007,90.65,89,271,24566.15,Male,372,14,1,Express,23.37,Supplier_1,Kolkata,9,53.31,0,4,8,3,2023,216,31,0,0,0,None,0.9206
2023-08-05,fragrances,SKU007,112.97,95,319,36037.43,Unisex,319,24,4,Standard,29.71,Supplier_6,Chennai,15,55.06,1,5,8,3,2023,217,31,0,0,0,None,1.1959
2023-08-06,fragrances,SKU007,64.62,86,322,20807.64,Male,340,11,2,Standard,24.66,Supplier_3,Delhi,17,38.67,1,6,8,3,2023,218,31,0,0,0,None,1.1032
2023-08-07,fragrances,SKU007,117.72,99,290,34138.8,Female,303,7,8,Standard,10.98,Supplier_6,Chennai,12,62.78,0,0,8,3,2023,219,32,0,0,0,None,0.9188
2023-08-08,fragrances,SKU007,83.77,90,234,19602.18,Male,276,15,5,Premium,15.04,Supplier_4,Pune,5,43.96,0,1,8,3,2023,220,32,0,0,0,None,0.8266
2023-08-09,fragrances,SKU007,22.52,100,265,5967.8,Male,265,5,5,Economy,26.08,Supplier_7,Bangalore,18,13.54,0,2,8,3,2023,221,32,0,0,0,None,0.8263
2023-08-10,fragrances,SKU007,100.62,91,309,31091.58,Male,418,22,3,Express,13.49,Supplier_1,Pune,8,42.37,0,3,8,3,2023,222,32,0,0,0,None,0.8719
2023-08-11,fragrances,SKU007,18.35,98,257,4715.95,Unisex,474,10,1,Standard,21.63,Supplier_5,Chennai,8,8.7,0,4,8,3,2023,223,32,0,0,0,None,0.8717
2023-08-12,fragrances,SKU007,94.67,94,252,23856.84,Unisex,252,11,2,Premium,27.18,Supplier_1,Delhi,17,39.35,1,5,8,3,2023,224,32,0,0,0,None,1.133
2023-08-13,fragrances,SKU007,49.62,90,327,16225.74,Male,404,25,2,Economy,26.28,Supplier_5,Delhi,14,29.2,1,6,8,3,2023,225,32,0,0,0,None,1.0457
2023-08-14,fragrances,SKU007,94.73,93,238,22545.74,Female,443,18,7,Economy,25.46,Supplier_5,Kolkata,16,46.29,0,0,8,3,2023,226,33,0,0,0,None,0.8714
2023-08-15,fragrances,SKU007,51.34,100,308,15812.72,Female,352,20,4,Standard,25.17,Supplier_5,Chennai,17,19.53,0,1,8,3,2023,227,33,0,0,0,None,0.7842
2023-08-16,fragrances,SKU007,16.1,90,264,4250.4,Female,264,10,5,Standard,24.12,Supplier_2,Pune,5,8.32,0,2,8,3,2023,228,33,0,0,0,None,0.8254
2023-08-17,fragrances,SKU007,19.58,94,273,5345.34,Female,472,13,6,Economy,11.44,Supplier_4,Kolkata,18,10.07,0,3,8,3,2023,229,33,0,0,0,None,0.9172
2023-08-18,fragrances,SKU007,118.99,97,273,32484.27,Male,273,6,1,Express,10.61,Supplier_1,Pune,17,68.27,0,4,8,3,2023,230,33,0,0,0,None,0.9172
2023-08-19,fragrances,SKU007,94.87,88,391,37094.17,Female,400,8,7,Economy,27.75,Supplier_2,Delhi,7,60.84,1,5,8,3,2023,231,33,0,0,0,None,1.1923
2023-08-20,fragrances,SKU007,102.9,98,320,32928.0,Female,320,20,8,Economy,8.97,Supplier_3,Mumbai,9,49.41,1,6,8,3,2023,232,33,0,0,0,None,1.1006
2023-08-21,fragrances,SKU007,53.65,96,232,12446.8,Unisex,232,6,3,Premium,8.78,Supplier_4,Bangalore,18,21.91,0,0,8,3,2023,233,34,0,0,0,None,0.9172
2023-08-22,fragrances,SKU007,114.22,89,246,28098.12,Male,246,21,5,Premium,19.55,Supplier_5,Mumbai,9,74.0,0,1,8,3,2023,234,34,0,0,0,None,0.8254
2023-08-23,fragrances,SKU007,15.93,100,256,4078.08,Female,299,24,7,Economy,9.68,Supplier_7,Delhi,6,6.56,0,2,8,3,2023,235,34,0,0,0,None,0.8253
2023-08-24,fragrances,SKU007,104.91,99,260,27276.6,Female,260,9,5,Premium,19.53,Supplier_7,Delhi,7,65.42,0,3,8,3,2023,236,34,0,0,0,None,0.9169
2023-08-25,fragrances,SKU007,66.37,98,303,20110.11,Unisex,465,9,6,Standard,22.67,Supplier_7,Bangalore,7,28.73,0,4,8,3,2023,237,34,0,0,0,None,0.9167
2023-08-26,fragrances,SKU007,118.03,94,448,52877.44,Female,501,8,5,Premium,9.48,Supplier_6,Mumbai,12,66.8,1,5,8,3,2023,238,34,0,0,0,None,1.1914
2023-08-27,fragrances,SKU007,27.46,89,275,7551.5,Male,275,3,4,Premium,14.73,Supplier_3,Pune,19,11.96,1,6,8,3,2023,239,34,0,0,0,None,1.0993
2023-08-28,fragrances,SKU007,91.66,95,309,28322.94,Male,309,18,4,Express,21.4,Supplier_6,Pune,6,44.14,0,0,8,3,2023,240,35,1,0,0,None,1.053
2023-08-29,fragrances,SKU007,42.49,99,342,14531.58,Unisex,386,21,7,Standard,10.74,Supplier_5,Bangalore,8,22.27,0,1,8,3,2023,241,35,1,0,0,None,0.9472
2023-08-30,fragrances,SKU007,39.88,94,338,13479.44,Unisex,346,20,7,Economy,12.56,Supplier_4,Kolkata,18,19.57,0,2,8,3,2023,242,35,1,0,0,None,0.9466
2023-08-31,fragrances,SKU007,37.34,89,368,13741.12,Female,460,6,5,Premium,10.99,Supplier_1,Delhi,14,22.98,0,3,8,3,2023,243,35,1,0,0,None,1.0509
2023-09-01,fragrances,SKU007,38.56,91,267,10295.52,Female,267,16,5,Express,18.85,Supplier_2,Chennai,14,19.5,0,4,9,3,2023,244,35,0,0,0,None,1.0042
2023-09-02,fragrances,SKU007,69.04,87,412,28444.48,Male,412,4,7,Economy,14.61,Supplier_4,Pune,19,35.23,1,5,9,3,2023,245,35,0,0,0,None,1.3041
2023-09-03,fragrances,SKU007,30.73,94,241,7405.93,Female,241,21,8,Standard,12.13,Supplier_1,Kolkata,10,19.45,1,6,9,3,2023,246,35,0,0,0,None,1.2023
2023-09-04,fragrances,SKU007,89.94,95,320,28780.8,Female,326,12,1,Premium,19.33,Supplier_2,Delhi,19,39.55,0,0,9,3,2023,247,36,0,0,0,None,0.9095
2023-09-05,fragrances,SKU007,64.43,95,269,17331.67,Female,275,15,2,Economy,8.37,Supplier_5,Kolkata,17,36.86,0,1,9,3,2023,248,36,0,0,0,None,0.8173
2023-09-06,fragrances,SKU007,24.53,98,260,6377.8,Male,371,23,7,Economy,9.52,Supplier_7,Pune,20,12.22,0,2,9,3,2023,249,36,0,0,0,None,0.8158
2023-09-07,fragrances,SKU007,56.55,94,197,11140.35,Female,197,23,5,Premium,10.06,Supplier_5,Pune,15,32.43,0,3,9,3,2023,250,36,0,0,0,None,0.9047
2023-09-08,fragrances,SKU007,45.0,93,300,13500.0,Unisex,430,20,6,Express,29.8,Supplier_5,Kolkata,20,23.45,0,4,9,3,2023,251,36,0,0,0,None,0.9028
2023-09-09,fragrances,SKU007,34.0,86,382,12988.0,Male,382,15,5,Express,25.66,Supplier_5,Bangalore,16,13.07,1,5,9,3,2023,252,36,0,0,0,None,1.1708
2023-09-10,fragrances,SKU007,104.19,88,239,24901.41,Unisex,239,18,3,Standard,24.4,Supplier_1,Bangalore,14,42.4,1,6,9,3,2023,253,36,0,0,0,None,1.024
2023-09-11,fragrances,SKU007,64.02,91,278,17797.56,Female,469,18,3,Premium,24.14,Supplier_4,Chennai,14,22.98,0,0,9,3,2023,254,37,0,0,0,None,0.8509
2023-09-12,fragrances,SKU007,96.56,97,220,21243.2,Male,220,25,8,Premium,18.86,Supplier_6,Mumbai,17,52.03,0,1,9,3,2023,255,37,0,0,0,None,0.7635
2023-09-13,fragrances,SKU007,49.19,96,277,13625.63,Female,311,10,8,Standard,22.56,Supplier_4,Mumbai,11,25.3,0,2,9,3,2023,256,37,0,0,0,None,0.761
2023-09-14,fragrances,SKU007,53.25,91,277,14750.25,Female,410,5,7,Premium,10.86,Supplier_7,Mumbai,9,33.87,0,3,9,3,2023,257,37,0,0,0,None,0.8425
2023-09-15,fragrances,SKU007,27.92,92,313,8738.96,Unisex,438,13,4,Premium,22.83,Supplier_5,Mumbai,19,15.66,0,4,9,3,2023,258,37,0,0,0,None,0.8393
2023-09-16,fragrances,SKU007,42.02,89,355,14917.1,Male,510,17,8,Premium,27.74,Supplier_5,Delhi,9,25.0,1,5,9,3,2023,259,37,0,0,0,None,1.1439
2023-09-17,fragrances,SKU007,39.0,97,210,8190.0,Male,210,6,4,Standard,20.52,Supplier_7,Mumbai,18,21.58,1,6,9,3,2023,260,37,0,0,0,None,1.0513
2023-09-18,fragrances,SKU007,74.19,92,273,20253.87,Female,461,21,6,Express,18.68,Supplier_2,Pune,12,44.46,0,0,9,3,2023,261,38,0,0,0,None,0.872
2023-09-19,fragrances,SKU007,92.12,90,265,24411.8,Unisex,312,13,2,Standard,17.58,Supplier_3,Delhi,20,43.24,0,1,9,3,2023,262,38,0,0,0,None,0.781
2023-09-20,fragrances,SKU007,24.47,96,291,7120.77,Unisex,380,4,6,Premium,16.7,Supplier_5,Chennai,15,12.56,0,2,9,3,2023,263,38,0,0,0,None,0.777
2023-09-21,fragrances,SKU007,81.08,96,279,22621.32,Unisex,342,23,2,Economy,11.14,Supplier_5,Kolkata,13,42.39,0,3,9,3,2023,264,38,0,0,0,None,0.8586
2023-09-22,fragrances,SKU007,41.73,98,267,11141.91,Female,467,6,7,Standard,25.23,Supplier_7,Chennai,9,22.28,0,4,9,3,2023,265,38,0,0,0,None,0.8536
2023-09-23,fragrances,SKU007,55.96,96,291,16284.36,Unisex,291,8,6,Economy,15.25,Supplier_5,Delhi,15,34.25,1,5,9,3,2023,266,38,0,0,0,None,1.103
2023-09-24,fragrances,SKU007,37.22,90,334,12431.48,Female,334,8,2,Standard,12.26,Supplier_7,Bangalore,12,20.95,1,6,9,3,2023,267,38,0,0,0,None,1.0117
2023-09-25,fragrances,SKU007,51.2,87,218,11161.6,Female,218,12,5,Standard,17.18,Supplier_3,Delhi,11,27.78,0,0,9,3,2023,268,39,0,0,0,None,0.8375
2023-09-26,fragrances,SKU007,35.17,85,237,8335.29,Male,443,17,3,Economy,25.38,Supplier_1,Pune,17,20.47,0,1,9,3,2023,269,39,0,0,0,None,0.7485
2023-09-27,fragrances,SKU007,79.22,99,284,22498.48,Female,405,22,3,Economy,13.25,Supplier_6,Bangalore,6,34.58,0,2,9,3,2023,270,39,0,0,0,None,0.7431
2023-09-28,fragrances,SKU007,35.96,90,351,12621.96,Male,419,16,6,Economy,10.6,Supplier_1,Kolkata,19,18.63,0,3,9,3,2023,271,39,1,1,0,None,0.9423
2023-09-29,fragrances,SKU007,39.92,86,370,14770.4,Unisex,446,16,8,Standard,11.76,Supplier_7,Bangalore,17,20.09,0,4,9,3,2023,272,39,1,1,0,None,0.9349
2023-09-30,fragrances,SKU007,80.77,92,424,34246.48,Male,506,25,7,Standard,23.84,Supplier_2,Bangalore,7,47.68,1,5,9,3,2023,273,39,1,1,0,None,1.2055
2023-10-01,fragrances,SKU007,19.38,88,237,4593.06,Unisex,526,3,6,Premium,19.49,Supplier_1,Delhi,15,8.18,1,6,10,4,2023,274,39,0,0,1,Diwali,1.0554
2023-10-02,fragrances,SKU007,73.15,96,595,43524.25,Female,595,5,5,Economy,18.17,Supplier_1,Kolkata,15,43.11,0,0,10,4,2023,275,40,0,0,1,Diwali,0.8718
2023-10-03,fragrances,SKU007,106.31,98,430,45713.3,Male,430,5,3,Premium,22.87,Supplier_7,Delhi,15,44.9,0,1,10,4,2023,276,40,0,0,1,Diwali,0.7776
2023-10-04,fragrances,SKU007,92.79,91,497,46116.63,Female,497,19,1,Express,22.14,Supplier_7,Kolkata,18,32.79,0,2,10,4,2023,277,40,0,0,1,Diwali,0.7003
2023-10-05,fragrances,SKU007,81.92,85,630,51609.6,Unisex,630,9,4,Express,24.68,Supplier_6,Pune,19,50.58,0,3,10,4,2023,278,40,0,0,1,Diwali,0.7707
2023-10-06,fragrances,SKU007,73.47,92,553,40628.91,Male,553,5,6,Premium,16.75,Supplier_6,Pune,18,33.2,0,4,10,4,2023,279,40,0,0,1,Diwali,0.7631
2023-10-07,fragrances,SKU007,15.43,97,306,4721.58,Female,306,11,3,Premium,8.62,Supplier_6,Chennai,9,6.6,1,5,10,4,2023,280,40,0,0,1,Diwali,0.982
2023-10-08,fragrances,SKU007,68.74,92,418,28733.32,Female,418,10,7,Premium,28.43,Supplier_3,Delhi,19,31.62,1,6,10,4,2023,281,40,0,0,1,Diwali,0.897
2023-10-09,fragrances,SKU007,81.5,90,430,35045.0,Female,430,14,4,Standard,28.94,Supplier_1,Kolkata,12,45.02,0,0,10,4,2023,282,41,0,0,1,Diwali,0.7396
2023-10-10,fragrances,SKU007,26.64,100,562,14971.68,Female,562,10,8,Standard,25.29,Supplier_1,Chennai,6,11.89,0,1,10,4,2023,283,41,0,0,1,Diwali,0.6255
2023-10-11,fragrances,SKU007,84.9,96,360,30564.0,Male,360,7,3,Express,18.08,Supplier_4,Chennai,18,33.95,0,2,10,4,2023,284,41,0,0,1,Diwali,0.6185
2023-10-12,fragrances,SKU007,115.72,92,321,37146.12,Female,321,14,6,Standard,24.57,Supplier_2,Bangalore,17,63.48,0,3,10,4,2023,285,41,0,0,1,Diwali,0.6795
2023-10-13,fragrances,SKU007,25.54,90,362,9245.48,Unisex,362,3,4,Premium,29.67,Supplier_1,Delhi,16,16.12,0,4,10,4,2023,286,41,0,0,1,Diwali,0.6717
2023-10-14,fragrances,SKU007,108.51,93,585,63478.35,Male,585,6,8,Premium,27.94,Supplier_6,Mumbai,16,62.2,1,5,10,4,2023,287,41,0,0,1,Diwali,0.863
2023-10-15,fragrances,SKU007,88.84,90,308,27362.72,Unisex,308,20,4,Premium,22.79,Supplier_1,Kolkata,9,45.57,1,6,10,4,2023,288,41,0,0,1,Diwali,0.7872
2023-10-16,fragrances,SKU007,87.35,98,612,53458.2,Unisex,612,19,3,Economy,29.0,Supplier_3,Kolkata,14,54.29,0,0,10,4,2023,289,42,0,0,1,Diwali,0.6822
2023-10-17,fragrances,SKU007,36.93,92,401,14808.93,Male,401,6,3,Standard,17.3,Supplier_4,Delhi,6,19.19,0,1,10,4,2023,290,42,0,0,1,Diwali,0.6066
2023-10-18,fragrances,SKU007,19.89,93,578,11496.42,Female,591,20,8,Economy,18.51,Supplier_5,Bangalore,18,9.93,0,2,10,4,2023,291,42,0,0,1,Diwali,0.5992
2023-10-19,fragrances,SKU007,87.16,86,481,41923.96,Male,481,14,5,Standard,12.32,Supplier_6,Delhi,19,35.32,0,3,10,4,2023,292,42,0,0,1,Diwali,0.6575
2023-10-20,fragrances,SKU007,79.84,89,487,38882.08,Unisex,487,8,7,Express,18.71,Supplier_1,Chennai,15,36.7,0,4,10,4,2023,293,42,0,0,1,Diwali,0.6494
2023-10-21,fragrances,SKU007,51.87,97,574,29773.38,Unisex,574,25,5,Premium,15.48,Supplier_6,Delhi,16,26.31,1,5,10,4,2023,294,42,0,0,1,Diwali,0.8338
2023-10-22,fragrances,SKU007,19.82,94,429,8502.78,Unisex,429,25,7,Standard,18.05,Supplier_5,Pune,17,9.14,1,6,10,4,2023,295,42,0,0,1,Diwali,0.7601
2023-10-23,fragrances,SKU007,17.32,87,370,6408.4,Female,370,19,8,Economy,23.34,Supplier_4,Pune,20,9.26,0,0,10,4,2023,296,43,0,0,1,Diwali,0.6256
2023-10-24,fragrances,SKU007,67.31,98,287,19317.97,Female,287,6,1,Express,25.8,Supplier_3,Delhi,11,26.41,0,1,10,4,2023,297,43,0,0,1,Diwali,0.5561
2023-10-25,fragrances,SKU007,64.02,93,452,28937.04,Female,452,3,7,Economy,26.38,Supplier_4,Mumbai,7,31.59,0,2,10,4,2023,298,43,0,0,1,Diwali,0.5493
2023-10-26,fragrances,SKU007,116.15,100,522,60630.3,Unisex,625,4,1,Express,17.79,Supplier_5,Mumbai,15,61.47,0,3,10,4,2023,299,43,0,0,1,Diwali,0.603
2023-10-27,fragrances,SKU007,102.08,87,351,35830.08,Male,351,13,3,Premium,14.72,Supplier_1,Chennai,17,36.66,0,4,10,4,2023,300,43,0,0,1,Diwali,0.5958
2023-10-28,fragrances,SKU007,96.24,95,643,61882.32,Male,643,3,7,Economy,28.24,Supplier_3,Delhi,9,46.75,1,5,10,4,2023,301,43,1,0,1,Diwali,0.8803
2023-10-29,fragrances,SKU007,21.51,85,425,9141.75,Unisex,425,21,2,Express,17.25,Supplier_6,Chennai,18,13.41,1,6,10,4,2023,302,43,1,0,1,Diwali,0.8032
2023-10-30,fragrances,SKU007,113.3,91,514,58236.2,Unisex,514,7,7,Standard,9.46,Supplier_4,Delhi,5,53.44,0,0,10,4,2023,303,44,1,0,1,Diwali,0.6619
2023-10-31,fragrances,SKU007,85.33,97,406,34643.98,Unisex,406,14,2,Economy,17.94,Supplier_3,Pune,15,37.91,0,1,10,4,2023,304,44,1,0,1,Diwali,0.5892
2023-11-01,fragrances,SKU007,54.17,85,595,32231.15,Male,595,24,5,Standard,27.21,Supplier_3,Chennai,10,20.82,0,2,11,4,2023,305,44,0,0,1,Diwali,0.8365
2023-11-02,fragrances,SKU007,41.32,100,417,17230.44,Female,417,6,4,Economy,19.23,Supplier_1,Pune,19,22.83,0,3,11,4,2023,306,44,0,0,1,Diwali,0.92
2023-11-03,fragrances,SKU007,50.62,100,356,18020.72,Male,356,25,8,Economy,22.06,Supplier_4,Chennai,8,20.9,0,4,11,4,2023,307,44,0,0,1,Diwali,0.9111
2023-11-04,fragrances,SKU007,22.18,85,265,5877.7,Unisex,265,18,6,Premium,26.19,Supplier_3,Chennai,17,11.62,1,5,11,4,2023,308,44,0,0,1,Diwali,1.0669
2023-11-05,fragrances,SKU007,53.63,90,468,25098.84,Unisex,468,8,8,Standard,11.53,Supplier_1,Delhi,16,19.26,1,6,11,4,2023,309,44,0,0,1,Diwali,0.9764
2023-11-06,fragrances,SKU007,86.04,87,361,31060.44,Female,361,16,6,Premium,27.29,Supplier_7,Bangalore,19,48.06,0,0,11,4,2023,310,45,0,0,1,Diwali,0.8071
2023-11-07,fragrances,SKU007,105.46,87,457,48195.22,Male,457,16,7,Express,21.77,Supplier_4,Bangalore,19,55.92,0,1,11,4,2023,311,45,0,0,1,Diwali,0.721
2023-11-08,fragrances,SKU007,45.17,85,313,14138.21,Male,313,12,8,Express,29.14,Supplier_4,Chennai,5,22.78,0,2,11,4,2023,312,45,0,0,1,Diwali,0.7162
2023-11-09,fragrances,SKU007,90.44,96,540,48837.6,Unisex,540,24,2,Express,27.49,Supplier_1,Delhi,10,57.47,0,3,11,4,2023,313,45,0,0,1,Diwali,0.7909
